image_name,image_type,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Fitting_of_the_Coiled_Corset_(cropped).jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Fitting_of_the_Coiled_Corset_%28cropped%29.jpg/640px-Fitting_of_the_Coiled_Corset_%28cropped%29.jpg,The_Overlook_(Alexander_McQueen_collection),"The Overlook (Autumn/Winter 1999) was the fourteenth collection by British fashion designer Alexander McQueen for his eponymous fashion house. It was inspired by the Stanley Kubrick horror film The Shining (1980) and named for the fictional Overlook Hotel where much of the film takes place. The collection focused on winter clothing in light and neutral colours, including chunky knitwear, fur and shearling coats, and parkas inspired by Inuit clothing. Showpiece items included a bustier made from rock crystal and a corset made from coils of aluminium, the latter provided by jeweller and frequent McQueen collaborator Shaun Leane.","The coiled corset from Look 47 of The Overlook, pictured backstage at the 2004 McQueen retrospective show Black","A person wearing an avant-garde, metallic body armor-like outfit with a high neck and sculptural design. The material appears reflective and structured, covering the upper body and arms. The person has bold, black makeup applied around the eyes and minimal expression. The background is dimly lit, with other people partially visible.","Alt-text: A model wearing a metallic corset made from coils of aluminum, designed by Alexander McQueen in collaboration with jeweller Shaun Leane. The corset is form-fitting and reflective, covering the upper body. The model has striking dark eye makeup and wavy hair, standing in a backstage setting.","A person wearing a futuristic, metallic dress with a high collar. The dress is highly reflective and form-fitting. They have dark makeup around their eyes and are standing in front of a dark background.","A model wearing a shiny metallic corset made from coils of aluminum, designed for Alexander McQueen's The Overlook collection."
Milwaukee_Early_Vote_Rally_(5115626494)_(1).jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Milwaukee_Early_Vote_Rally_%285115626494%29_%281%29.jpg/640px-Milwaukee_Early_Vote_Rally_%285115626494%29_%281%29.jpg,2010_Wisconsin_gubernatorial_election,"Candidates[edit] Seven candidates appeared on the primary election ballot: two Democrats, three Republicans and two other candidates. After Walker and Barrett won their respective primaries, they faced each other and independent candidates using the ""Independent"" and ""Common Sense"" labels in the November general election.[14]",Barrett at a campaign rally in Milwaukee in October,"A man stands at a podium speaking into a microphone, set up outdoors with an American flag as the backdrop. He is wearing a green jacket and appears focused on delivering a speech. Microphones from different news stations are visible on the podium.","```markdown
A person speaking at a podium outdoors, in front of an American flag backdrop. They are wearing a green jacket and holding a microphone. The setting appears to be a political event.
```",A person speaking at a podium with microphones in front of a large American flag backdrop.,A man in a green jacket speaks at a podium with microphones in front of a large American flag backdrop.
"Jean,_Carmen,_Beryl,_Harold,_Rainbow_and_Joan_Cazneaux_at_Ambleside,_Rosville,_New_South_Wales,_1922.jpg",portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Jean%2C_Carmen%2C_Beryl%2C_Harold%2C_Rainbow_and_Joan_Cazneaux_at_Ambleside%2C_Rosville%2C_New_South_Wales%2C_1922.jpg/640px-Jean%2C_Carmen%2C_Beryl%2C_Harold%2C_Rainbow_and_Joan_Cazneaux_at_Ambleside%2C_Rosville%2C_New_South_Wales%2C_1922.jpg,Harold_Cazneaux,"Harold Pierce Cazneaux (1878–1953) married Mabel Winifred Hodge (1882–) on 1 September 1905.[8] They had a home on Dudley Avenue, Roseville, New South Wales. Their family included:","Jean, Carmen, Beryl, Harold, Rainbow and Joan Cazneaux at Ambleside, Roseville, New South Wales, 1922.jpg","A vintage black and white photograph featuring six children standing outdoors. Five of the children are older, wearing light-colored dresses, and standing in a line under a wooden arch. In front of them, a toddler wearing a light outfit is holding hands with two of the older children. The background is filled with foliage, suggesting a garden setting.",Alt-text: A vintage photograph of six children standing together in a garden setting. The older children are arranged around a younger child in the center who is holding their hands. All are dressed in light-colored clothing typical of the early 20th century. They are positioned under a wooden structure with foliage in the background.,"A vintage black and white photograph shows six children standing outdoors under a wooden archway. Five older children are dressed in light-colored dresses, while a younger child in front wears a romper. ","Six children stand outdoors beneath a wooden arch, dressed in light-colored clothing, with trees and foliage in the background."
1977_Ford_Mustang_II_Cobra_(14203160339)_(cropped).jpg,object,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/1977_Ford_Mustang_II_Cobra_%2814203160339%29_%28cropped%29.jpg/640px-1977_Ford_Mustang_II_Cobra_%2814203160339%29_%28cropped%29.jpg,Ford_Mustang_(second_generation),"Capitalizing on the sales success of the previous year's racy-looking Cobra II,[54] Mustang II sales literature for 1977 emphasized the more sporty aspects of the car, with the words ""Sweet Handling"" the featured catchphrase on the cover of that year's Mustang II dealership brochure (though a luxury Ghia model still got pride of place there).[55] Along these lines, the 1977 model year introduced a ""Sports Appearance Group"" for the Ghia model that was color-matched to either black or tan paint, as well as several minor styling changes and expanded color options for the Cobra II. Also new was a T-top option for the fastback, featuring twin removable tinted glass panels.",1977½ Cobra II with revised graphics.,"A classic sports car parked on grass, featuring a white body with red stripes. The word ""COBRA"" is prominently displayed on the side. The car is among other vintage vehicles, with people visible in the background, indicating a car show or gathering.","Alt-text: A 1977 Ford Mustang Cobra II parked on grass. The car is white with red racing stripes and the word ""Cobra"" written in bold letters along the sides. It features the classic design elements of the Mustang II, including a sloping fastback roof and distinctive front grille.","A vintage white car with red accents and the word ""COBRA"" on the side is parked outdoors among other cars.","A white 1977 Ford Mustang Cobra II with red stripes and the word ""COBRA"" displayed on the side, parked outdoors."
"Coastal_road_under_construction,_Mumbai.jpg",architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Coastal_road_under_construction%2C_Mumbai.jpg/640px-Coastal_road_under_construction%2C_Mumbai.jpg,Coastal_Road_(Mumbai),"The Coastal Road will be built in two phases. It will have 8 lanes, including 2 lanes dedicated for a bus rapid transit system.[38] AECOM is the project's general consultant.[39]","Coastal road under construction, Mumbai (January 2024)","A foggy view of a coastal city skyline with several tall buildings in the distance. In the foreground, there's a wide, curved road with vehicles and ongoing construction. The sea is visible, bordered by a breakwater, with a bridge extending over the water. The hazy atmosphere suggests pollution or mist.","Alt-text: A view of the Coastal Road construction site in Mumbai, showing multiple lanes under development alongside the coastline. The city's skyline is visible in the background under a hazy sky, and construction machinery can be seen in the foreground.","A hazy city skyline with a waterfront, roads, and a construction site in the foreground.","A foggy view of a construction site for the Coastal Road in Mumbai, with multiple lanes and a city skyline in the background."
"Catherine_Deneuve,_April_1983.jpg",portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Catherine_Deneuve%2C_April_1983.jpg/640px-Catherine_Deneuve%2C_April_1983.jpg,Catherine_Deneuve,"In 1971, Deneuve starred in Nadine Trintignant's It Only Happens to Others opposite Marcello Mastroianni. She also starred in Marco Ferreri's Italian drama Liza (1972), Jean-Pierre Melville's French crime film Un flic (1972), and Jacques Demy's French comedy A Slightly Pregnant Man (1973). She starred in Robert Aldrich's crime film Hustle (1975) with Burt Reynolds. Gene Siskel of the Chicago Tribune awarded a full four stars out of four and wrote that ""violence takes a back seat to character development and storytelling techniques that are classical. Hustle is the kind of picture you don't want to see end. It's going to be a cult favorite.""[23] That same year, she acted in Jean-Paul Rappeneau's adventure film Le Sauvage (1975) with Yves Montand. The following year, she acted in Claude Lelouch's Second Chance (1976).",Catherine Deneuve in 1983,"A person with long blonde hair is sitting in a relaxed pose, resting their head on their hand. They are wearing a black sweater with a colorful design and have a thoughtful expression. The background features a patterned wall hanging and a colorful pillow.","Alt-text: A woman with long blonde hair, wearing a black sweater with colorful patterns, leans on a patterned cushion. She has a thoughtful expression and is adorned with a long necklace and orange earrings. The background features a piece of abstract art.","A person with long blond hair and pink earrings, wearing a sweater with a colorful design, leans on a patterned pillow. A painting with abstract shapes is in the background.","Catherine Deneuve sitting on a couch with her head resting on her hand, wearing a black sweater with a colorful pattern and orange earrings."
Gilman_Interior_Shot.jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gilman_Interior_Shot.jpg/640px-Gilman_Interior_Shot.jpg,"Gilman,_Colorado","The town sits at an elevation of 8,950 ft (2,730 m) on a dramatic 600-foot (180 m) cliff above the Eagle River on the flank of Battle Mountain. It is located southeast of Minturn and north of Tennessee Pass along U.S. Highway 24. The remnants of the townsite are visible in many places along the curves of the highway. More recent housing situated on the steep flank of the mountain itself near the former mines.","Gilman in 2023, outside of the abandoned village houses.","A hillside village featuring multiple small buildings with red and green roofs nestled among lush greenery. The structures are aligned along a sloping path, surrounded by dense trees and vegetation, with a hillside visible in the background.","Alt-text: View of dilapidated buildings with red and green roofs situated on a mountainside, surrounded by dense greenery. The structures are part of the abandoned town of Gilman, Colorado, overlooking a valley.",A small cluster of buildings with red and green roofs surrounded by dense greenery and trees on a hillside.,Row of abandoned buildings with red and green roofs surrounded by dense greenery in a mountainous area.
Arthur_Fulton_1912_Kings_Prize.jpg,artwork_illustration,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Arthur_Fulton_1912_Kings_Prize.jpg/640px-Arthur_Fulton_1912_Kings_Prize.jpg,Arthur_Fulton_(sport_shooter),"Fulton followed his father into the Volunteer Force and joined the Queen's Westminsters in 1904.[9] In 1905, George Fulton moved his shop to the newly-opened headquarters of the National Rifle Association at Bisley in Surrey; Arthur began to work for him at the same time and first competed in the shooting competitions at Bisley in that year.[10] At the 1908 London Olympics, Arthur won a silver medal in the team military rifle event. Four years later, at the games in Stockholm, he won the silver medal in the team military rifle event, was sixth in the 300 metre three-position military rifle event and ninth in the 600 metre free-rifle event.[11] He won his first King's Prize at the 1912 Imperial Meeting,[6] with a score of 335 out of a possible 350 points.[12] He subsequently, in July 1914, won the second of the three stages of the King's[13] and placed second in the final after losing a tie-breaker shoot to J. L. Dewar, having led by three points going into the third stage.[14]","Illustration from The Ashbourne Telegraph of Arthur Fulton being ""chaired"" from the range after winning the King's Prize in 1912","Drawing of ""Private Fulton, The King's Prize Winner."" It features a portrait of a person in a military hat at the top and a group of people celebrating below with the caption ""Chairing the Winner.""","Alt-text: A black and white illustration featuring a portrait of a person wearing a hat with the caption ""Private Fulton The Kings Prize Winner."" Below the portrait is a scene with several individuals, some holding rifles, with the text ""Cheering the Winner.""","Illustration of a soldier labeled ""Private Fulton, The King's Prize Winner"" with a drawing of a marching band and the words ""Cheering the Winner.""","Illustrated portrait of a man in a hat captioned ""Private Fulton The Kings Prize Winner,"" with a smaller scene below showing multiple figures, and text ""Cheering the Winner."""
"Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa,_Goa,_India.jpg",general_lifestyle,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa%2C_Goa%2C_India.jpg/640px-Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa%2C_Goa%2C_India.jpg,SC_de_Goa,"On 16 August 2013, Sporting launched their football academy on the occasion of the 198th anniversary of the founding of Don Bosco.[87] The academy for various age groups, namely U-10, U-12, U-14, U-16, U-18, and U-20, with the coaching team built around Spanish coach Javier Fernández, assisted by Norbert Gonsalves, Ashwin Crasto, Francisco Raposo and Freddy Gomes. They worked under the overall supervision and guidance of Sporting's then head coach Oscar Bruzon,[88][89] in order to implement the Sporting Clube de Goa youth development plan. Sporting Goa also renovated the football ground at Don Bosco College in Panaji with the installation of sub-surface slit drainage combined with the laying of perforated pipes.[90] The original mud topping has given way to a sand-based top layer, which encourages drainage and healthy grass growth, and provides a level and cushioned playing surface.[91] Between 2013 and 2015, Spanish coach Javier Fernández Cabrera worked as technical director, as well as assistant coach of the club, playing key role behind Sporting Goa's youth development.[92][93][94]",Training and scouting program by Sporting Goa Academy at the Duler Stadium in Mapusa,"A group of young people, wearing various colored sports uniforms, are seated on a grassy field. They appear to be listening to a person standing in front of them, who is gesturing with one hand. In the background, more people are standing, and a building with a blue roof is visible. The sky is clear with a few clouds.","Alt-text: A coach addresses a large group of young football players seated on a grassy field. The players are dressed in various colorful sports uniforms. In the background, there is a structure with a roof and more people standing by, possibly observing the event.","A group of young people, some sitting and some standing, are gathered on a soccer field while a person in an orange shirt speaks to them.","A coach, with short hair, wearing an orange shirt, addresses a large group of young football players seated on a green field, with others standing behind them."
"Firenze,_porta_san_giorgio,_1324_(rimaneggiata_nel_1937)_02.jpg",architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Firenze%2C_porta_san_giorgio%2C_1324_%28rimaneggiata_nel_1937%29_02.jpg/640px-Firenze%2C_porta_san_giorgio%2C_1324_%28rimaneggiata_nel_1937%29_02.jpg,"Porta_San_Giorgio,_Florence","The Porta San Giorgio is a medieval gateway located on the south-east end of the Oltrarno walls of Florence, Italy. Ramparts of the Belvedere fortress, begun in 1590, stand adjacent to the gate. The road away from Florence soon passes the church of San Leonardo in Arcetri.",Outer entrance,"Ancient stone gateway with an arch, featuring a carved emblem above the opening. It leads into a narrow cobblestone street lined with historic buildings. The structure is situated in an urban setting with greenery visible on the side.","Alt-text: A stone medieval gateway, Porta San Giorgio, in Florence, Italy. The structure features an arch with a decorative relief above it. A narrow stone road leads through the gateway, flanked by buildings and greenery in the background.","Stone archway with a coat of arms above the arch, leading to a narrow cobblestone street lined with buildings and trees.","Medieval stone gateway of Porta San Giorgio in Florence, featuring an archway with a coat of arms above it."
323221_at_Chester_Road_09_03_23_(52736482876).jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/323221_at_Chester_Road_09_03_23_%2852736482876%29.jpg/640px-323221_at_Chester_Road_09_03_23_%2852736482876%29.jpg,Chester_Road_railway_station,"The station is served by West Midlands Trains with local Transport for West Midlands branded ""Cross-City"" services, operated using Class 323 Electric multiple units (EMUs)[6] until September 2024 and currently by Class 730 EMUs.[7]",A Centro livery West Midlands Railway Class 323 at Chester Road's Platform 1 in 2023,"A train with a green and yellow color scheme is approaching Chester Road station. The platform has a few people waiting, with a canopy overhead. Snow covers parts of the ground, and the station's name is visible on the brick wall. In the background, trees line the tracks.","Alt-text: A train at Chester Road railway station, with a Class 323 Electric multiple unit arriving. The platform is covered by a metal canopy. Passengers are waiting, and a station sign is visible on a brick wall. Snow is on the ground.","A train arrives at a snowy platform with a sign reading ""Chester Road"" on the right. Passengers stand by the station wall under a covered area.",A train arrives at Chester Road railway station with a name sign visible on the platform wall.
